"","N2.up","N2.dn","AM.up","AM.dn","INTERSECT.up","INTERSECT.dn","INTERSECT.reg","N2.only.up","AM.only.up","N2.only.dn","AM.only.dn","UNION.up","UNION.dn","UNION.reg"
"664","WBGene00006870","WBGene00019295",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018210","WBGene00003241","WBGene00018210"
"665","WBGene00018702","WBGene00044916",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018877","WBGene00008648","WBGene00018877"
"666","WBGene00016788","WBGene00009233",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00013289","WBGene00006869","WBGene00013289"
"667","WBGene00008803","WBGene00003246",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018339","WBGene00020588","WBGene00018339"
"668","WBGene00017838","WBGene00021516",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015268","WBGene00000913","WBGene00015268"
"669","WBGene00018543","WBGene00020726",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021525","WBGene00010037","WBGene00021525"
"670","WBGene00008228","WBGene00009285",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021020","WBGene00013917","WBGene00021020"
"671","WBGene00007218","WBGene00017755",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000228","WBGene00020111","WBGene00000228"
"672","WBGene00004174","WBGene00006498",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00014001","WBGene00003784","WBGene00014001"
"673","WBGene00006798","WBGene00021929",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011374","WBGene00022455","WBGene00011374"
"674","WBGene00020844","WBGene00018438",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012813","WBGene00011279","WBGene00012813"
"675","WBGene00004310","WBGene00006528",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022856","WBGene00007666","WBGene00022856"
"676","WBGene00002123","WBGene00000068",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017380","WBGene00019900","WBGene00017380"
"677","WBGene00007180","WBGene00001032",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008850","WBGene00009665","WBGene00008850"
"678","WBGene00006840","WBGene00003826",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003929","WBGene00021035","WBGene00003929"
"679","WBGene00017123","WBGene00019591",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003374","WBGene00008210","WBGene00003374"
"680","WBGene00004131","WBGene00020064",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001784","WBGene00017046","WBGene00001784"
"681","WBGene00006928","WBGene00022774",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003657","WBGene00010093","WBGene00003657"
"682","WBGene00000757","WBGene00009469",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009902","WBGene00018006","WBGene00009902"
"683","WBGene00010244","WBGene00008138",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004002","WBGene00000369","WBGene00004002"
"684","WBGene00015295","WBGene00022043",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011156","WBGene00003158","WBGene00011156"
"685","WBGene00045261","WBGene00001259",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022562","WBGene00001755","WBGene00022562"
"686","WBGene00022113","WBGene00001080",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004096","WBGene00004917","WBGene00004096"
"687","WBGene00004238","WBGene00045498",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00014254","WBGene00017548","WBGene00014254"
"688","WBGene00007574","WBGene00009721",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017488","WBGene00017951","WBGene00017488"
"689","WBGene00008975","WBGene00006775",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011957","WBGene00011835","WBGene00011957"
"690","WBGene00006926","WBGene00019630",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020200","WBGene00000265","WBGene00020200"
"691","WBGene00016178","WBGene00013311",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017210","WBGene00011805","WBGene00017210"
"692","WBGene00022045","WBGene00004919",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007492","WBGene00011638","WBGene00007492"
"693","WBGene00022441","WBGene00009200",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008743","WBGene00019907","WBGene00008743"
"694","WBGene00045265","WBGene00001833",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00044539","WBGene00021049","WBGene00044539"
"695","WBGene00003010","WBGene00044436",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020456","WBGene00014117","WBGene00020456"
"696","WBGene00021487","WBGene00013593",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018747","WBGene00000480","WBGene00018747"
"697","WBGene00010049","WBGene00007351",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003915","WBGene00016630","WBGene00003915"
"698","WBGene00002064","WBGene00003026",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011856","WBGene00022458","WBGene00011856"
"699","WBGene00011393","WBGene00003539",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019021","WBGene00008921","WBGene00019021"
"700","WBGene00020566","WBGene00018355",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003482","WBGene00008440","WBGene00003482"
"701","WBGene00001752","WBGene00011636",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011737","WBGene00008710","WBGene00011737"
"702","WBGene00013297","WBGene00019657",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012034","WBGene00000462","WBGene00012034"
"703","WBGene00011520","WBGene00010845",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012853","WBGene00003979","WBGene00012853"
"704","WBGene00001168","WBGene00013093",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016898","WBGene00007709","WBGene00016898"
"705","WBGene00001694",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012244","WBGene00017967","WBGene00012244"
"706","WBGene00016229",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020732","WBGene00008034","WBGene00020732"
"707","WBGene00018519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001444","WBGene00015939","WBGene00001444"
"708","WBGene00009429",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009380","WBGene00019399","WBGene00009380"
"709","WBGene00014698",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011230","WBGene00003150","WBGene00011230"
"710","WBGene00021540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001772","WBGene00006961","WBGene00001772"
"711","WBGene00044068",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009628","WBGene00009966","WBGene00009628"
"712","WBGene00015942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017901","WBGene00050944","WBGene00017901"
"713","WBGene00016838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012289","WBGene00017140","WBGene00012289"
"714","WBGene00012186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022386","WBGene00006711","WBGene00022386"
"715","WBGene00018901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009595","WBGene00004798","WBGene00009595"
"716","WBGene00003902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008454","WBGene00012187","WBGene00008454"
"717","WBGene00008555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001117","WBGene00012000","WBGene00001117"
"718","WBGene00007555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006970","WBGene00001235","WBGene00006970"
"719","WBGene00018996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007439","WBGene00002075","WBGene00007439"
"720","WBGene00001559",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001170","WBGene00020869","WBGene00001170"
"721","WBGene00005663",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018643","WBGene00006648","WBGene00018643"
"722","WBGene00000043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010700","WBGene00000423","WBGene00010700"
"723","WBGene00008295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016496","WBGene00017165","WBGene00016496"
"724","WBGene00006533",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00014826","WBGene00044431","WBGene00014826"
"725","WBGene00000789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019839","WBGene00001023","WBGene00019839"
"726","WBGene00012144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015857","WBGene00004143","WBGene00015857"
"727","WBGene00012768",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000683","WBGene00008394","WBGene00000683"
"728","WBGene00000788",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020139","WBGene00022835","WBGene00020139"
"729","WBGene00021899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00043995","WBGene00006874","WBGene00043995"
"730","WBGene00007614",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012204","WBGene00021682","WBGene00012204"
"731","WBGene00008229",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010658","WBGene00004788","WBGene00010658"
"732","WBGene00019537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009533","WBGene00003157","WBGene00009533"
"733","WBGene00020373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016907","WBGene00019217","WBGene00016907"
"734","WBGene00008511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00077593","WBGene00015001","WBGene00077593"
"735","WBGene00000232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018647","WBGene00012431","WBGene00018647"
"736","WBGene00006454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009304","WBGene00008384","WBGene00009304"
"737","WBGene00001232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011222","WBGene00004132","WBGene00011222"
"738","WBGene00013484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016492","WBGene00015687","WBGene00016492"
"739","WBGene00008735",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004773","WBGene00000168","WBGene00004773"
"740","WBGene00003588",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010639","WBGene00006737","WBGene00010639"
"741","WBGene00021495",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016332","WBGene00009503","WBGene00016332"
"742","WBGene00007339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00235306","WBGene00004339","WBGene00235306"
"743","WBGene00022615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006452","WBGene00010609","WBGene00006452"
"744","WBGene00021397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010528","WBGene00017984","WBGene00010528"
"745","WBGene00000754",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010041","WBGene00006536","WBGene00010041"
"746","WBGene00017310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009514","WBGene00219443","WBGene00009514"
"747","WBGene00011592",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001065","WBGene00004684","WBGene00001065"
"748","WBGene00022674",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016927","WBGene00006697","WBGene00016927"
"749","WBGene00004040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009102","WBGene00011807","WBGene00009102"
"750","WBGene00014000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017711","WBGene00016603","WBGene00017711"
"751","WBGene00000273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022048","WBGene00001974","WBGene00022048"
"752","WBGene00001169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019644","WBGene00007267","WBGene00019644"
"753","WBGene00015232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007856","WBGene00021554","WBGene00007856"
"754","WBGene00020339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011083","WBGene00001648","WBGene00011083"
"755","WBGene00001446",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003990","WBGene00002245","WBGene00003990"
"756","WBGene00000780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009804","WBGene00007118","WBGene00009804"
"757","WBGene00002056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003978","WBGene00004705","WBGene00003978"
"758","WBGene00010124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000433","WBGene00002003","WBGene00000433"
"759","WBGene00013312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021260","WBGene00018578","WBGene00021260"
"760","WBGene00017484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000370","WBGene00023409","WBGene00000370"
"761","WBGene00015010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00014178","WBGene00019824","WBGene00014178"
"762","WBGene00022178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006749","WBGene00014036","WBGene00006749"
"763","WBGene00007264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015514","WBGene00003221","WBGene00015514"
"764","WBGene00018602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003602","WBGene00020438","WBGene00003602"
"765","WBGene00022713",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004999","WBGene00016346","WBGene00004999"
"766","WBGene00006436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016658","WBGene00001005","WBGene00016658"
"767","WBGene00007336",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018743","WBGene00016192","WBGene00018743"
"768","WBGene00007414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00002023","WBGene00022368","WBGene00002023"
"769","WBGene00007749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016379","WBGene00000013","WBGene00016379"
"770","WBGene00013867",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015791","WBGene00007772","WBGene00015791"
"771","WBGene00022847",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001693","WBGene00018717","WBGene00001693"
"772","WBGene00043994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007578","WBGene00006713","WBGene00007578"
"773","WBGene00008377",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00013210","WBGene00011898","WBGene00013210"
"774","WBGene00012759",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018951","WBGene00022738","WBGene00018951"
"775","WBGene00020690",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00013514","WBGene00001980","WBGene00013514"
"776","WBGene00016877",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017133","WBGene00013719","WBGene00017133"
"777","WBGene00020301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018112","WBGene00007109","WBGene00018112"
"778","WBGene00022335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00002225","WBGene00002253","WBGene00002225"
"779","WBGene00004228",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018823","WBGene00005014","WBGene00018823"
"780","WBGene00044479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006649","WBGene00019960","WBGene00006649"
"781","WBGene00017258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016763","WBGene00000213","WBGene00016763"
"782","WBGene00001395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012758","WBGene00020821","WBGene00012758"
"783","WBGene00008369",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007516","WBGene00000608","WBGene00007516"
"784","WBGene00021869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006870","WBGene00004152","WBGene00006870"
"785","WBGene00002272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018702","WBGene00017269","WBGene00018702"
"786","WBGene00020886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016788","WBGene00007761","WBGene00016788"
"787","WBGene00016797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008803","WBGene00016824","WBGene00008803"
"788","WBGene00017641",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018543","WBGene00008364","WBGene00018543"
"789","WBGene00021491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008228","WBGene00002246","WBGene00008228"
"790","WBGene00009259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004174","WBGene00001683","WBGene00004174"
"791","WBGene00000097",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006798","WBGene00012608","WBGene00006798"
"792","WBGene00009741",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020844","WBGene00004147","WBGene00020844"
"793","WBGene00021043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004310","WBGene00010034","WBGene00004310"
"794","WBGene00045473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00002123","WBGene00008488","WBGene00002123"
"795","WBGene00000787",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007180","WBGene00013233","WBGene00007180"
"796","WBGene00017776",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006840","WBGene00011625","WBGene00006840"
"797","WBGene00021245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017123","WBGene00013307","WBGene00017123"
"798","WBGene00001110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006928","WBGene00012467","WBGene00006928"
"799","WBGene00004198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010244","WBGene00021730","WBGene00010244"
"800","WBGene00007984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015295","WBGene00007696","WBGene00015295"
"801","WBGene00009156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00045261","WBGene00001329","WBGene00045261"
"802","WBGene00013393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022113","WBGene00010942","WBGene00022113"
"803","WBGene00002037",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004238","WBGene00020050","WBGene00004238"
"804","WBGene00015817",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007574","WBGene00015200","WBGene00007574"
"805","WBGene00001385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006926","WBGene00011912","WBGene00006926"
"806","WBGene00022610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022045","WBGene00009444","WBGene00022045"
"807","WBGene00011019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022441","WBGene00000121","WBGene00022441"
"808","WBGene00014262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00045265","WBGene00021774","WBGene00045265"
"809","WBGene00015947",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003010","WBGene00000148","WBGene00003010"
"810","WBGene00022505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021487","WBGene00000010","WBGene00021487"
"811","WBGene00016918",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010049","WBGene00001240","WBGene00010049"
"812","WBGene00001159",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00002064","WBGene00012512","WBGene00002064"
"813","WBGene00015713",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011393","WBGene00008236","WBGene00011393"
"814","WBGene00015293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001752","WBGene00006707","WBGene00001752"
"815","WBGene00008041",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011520","WBGene00020896","WBGene00011520"
"816","WBGene00016190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001694","WBGene00017405","WBGene00001694"
"817","WBGene00014090",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016229","WBGene00001852","WBGene00016229"
"818","WBGene00001158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018519","WBGene00011253","WBGene00018519"
"819","WBGene00011551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009429","WBGene00000079","WBGene00009429"
"820","WBGene00014141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00014698","WBGene00004915","WBGene00014698"
"821","WBGene00006067",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021540","WBGene00000817","WBGene00021540"
"822",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00044068","WBGene00020437","WBGene00044068"
"823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015942","WBGene00009812","WBGene00015942"
"824",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016838","WBGene00020480","WBGene00016838"
"825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012186","WBGene00001996","WBGene00012186"
"826",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018901","WBGene00006776","WBGene00018901"
"827",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008555","WBGene00011741","WBGene00008555"
"828",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007555","WBGene00018016","WBGene00007555"
"829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018996","WBGene00000616","WBGene00018996"
"830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001559","WBGene00004350","WBGene00001559"
"831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00005663","WBGene00016139","WBGene00005663"
"832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000043","WBGene00018740","WBGene00000043"
"833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006533","WBGene00021890","WBGene00006533"
"834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000789","WBGene00004088","WBGene00000789"
"835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012144","WBGene00010807","WBGene00012144"
"836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012768","WBGene00021543","WBGene00012768"
"837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000788","WBGene00000111","WBGene00000788"
"838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007614","WBGene00011059","WBGene00007614"
"839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008229","WBGene00044692","WBGene00008229"
"840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019537","WBGene00017355","WBGene00019537"
"841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020373","WBGene00016102","WBGene00020373"
"842",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008511","WBGene00011962","WBGene00008511"
"843",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000232","WBGene00019124","WBGene00000232"
"844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006454","WBGene00006382","WBGene00006454"
"845",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001232","WBGene00012020","WBGene00001232"
"846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00013484","WBGene00000894","WBGene00013484"
"847",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008735","WBGene00017816","WBGene00008735"
"848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003588","WBGene00006786","WBGene00003588"
"849",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021495","WBGene00004312","WBGene00021495"
"850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022615","WBGene00011111","WBGene00022615"
"851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021397","WBGene00003582","WBGene00021397"
"852",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017310","WBGene00006477","WBGene00017310"
"853",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011592","WBGene00010646","WBGene00011592"
"854",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022674","WBGene00007458","WBGene00022674"
"855",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004040","WBGene00012584","WBGene00004040"
"856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00014000","WBGene00014177","WBGene00014000"
"857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001169","WBGene00015899","WBGene00001169"
"858",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015232","WBGene00013127","WBGene00015232"
"859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020339","WBGene00012445","WBGene00020339"
"860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001446","WBGene00007352","WBGene00001446"
"861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000780","WBGene00001335","WBGene00000780"
"862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00013312","WBGene00021456","WBGene00013312"
"863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015010","WBGene00020665","WBGene00015010"
"864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022178","WBGene00018037","WBGene00022178"
"865",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007264","WBGene00019295","WBGene00007264"
"866",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018602","WBGene00044916","WBGene00018602"
"867",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006436","WBGene00003246","WBGene00006436"
"868",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007336","WBGene00009285","WBGene00007336"
"869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007749","WBGene00017755","WBGene00007749"
"870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022847","WBGene00006498","WBGene00022847"
"871",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012759","WBGene00021929","WBGene00012759"
