"","N2.up","N2.dn","AM.up","AM.dn","INTERSECT.up","INTERSECT.dn","INTERSECT.reg","N2.only.up","AM.only.up","N2.only.dn","AM.only.dn","UNION.up","UNION.dn","UNION.reg"
"227","WBGene00000276","WBGene00004204","WBGene00007440","WBGene00000376","WBGene00004219","WBGene00002117","WBGene00004219","WBGene00011763",NA,"WBGene00001023",NA,"WBGene00007440","WBGene00000376","WBGene00007440"
"228","WBGene00006929","WBGene00007182","WBGene00010597","WBGene00015547","WBGene00008579","WBGene00001087","WBGene00008579","WBGene00044443",NA,"WBGene00004143",NA,"WBGene00010597","WBGene00015547","WBGene00010597"
"229","WBGene00045394","WBGene00016695","WBGene00010613","WBGene00004819","WBGene00013081","WBGene00001086","WBGene00013081","WBGene00194731",NA,"WBGene00008394",NA,"WBGene00010613","WBGene00004819","WBGene00010613"
"230","WBGene00004453","WBGene00016173","WBGene00012812","WBGene00006698","WBGene00001478","WBGene00219313","WBGene00001478","WBGene00003635",NA,"WBGene00022835",NA,"WBGene00012812","WBGene00006698","WBGene00012812"
"231","WBGene00011672","WBGene00007282","WBGene00004997","WBGene00003998","WBGene00012107","WBGene00010495","WBGene00012107","WBGene00011476",NA,"WBGene00006874",NA,"WBGene00004997","WBGene00003998","WBGene00004997"
"232","WBGene00011103","WBGene00021420","WBGene00001000","WBGene00017598","WBGene00004810","WBGene00001999","WBGene00004810","WBGene00015894",NA,"WBGene00021682",NA,"WBGene00001000","WBGene00017598","WBGene00001000"
"233","WBGene00004172","WBGene00013465","WBGene00011984","WBGene00012239","WBGene00012668","WBGene00018714","WBGene00012668","WBGene00011756",NA,"WBGene00004788",NA,"WBGene00011984","WBGene00012239","WBGene00011984"
"234","WBGene00016722","WBGene00020725","WBGene00235133","WBGene00000004","WBGene00004811","WBGene00006545","WBGene00004811","WBGene00018210",NA,"WBGene00003157",NA,"WBGene00235133","WBGene00000004","WBGene00235133"
"235","WBGene00010007","WBGene00000781","WBGene00021835","WBGene00012198","WBGene00008857","WBGene00019624","WBGene00008857","WBGene00018877",NA,"WBGene00019217",NA,"WBGene00021835","WBGene00012198","WBGene00021835"
"236","WBGene00011335","WBGene00003661","WBGene00000298","WBGene00015776","WBGene00044665","WBGene00012198","WBGene00044665","WBGene00013289",NA,"WBGene00015001",NA,"WBGene00000298","WBGene00015776","WBGene00000298"
"237","WBGene00017390","WBGene00004706","WBGene00022822","WBGene00021471","WBGene00020740","WBGene00017252","WBGene00020740","WBGene00018339",NA,"WBGene00012431",NA,"WBGene00022822","WBGene00021471","WBGene00022822"
"238","WBGene00019489","WBGene00019357","WBGene00004494","WBGene00001439","WBGene00194658","WBGene00014999","WBGene00194658","WBGene00015268",NA,"WBGene00008384",NA,"WBGene00004494","WBGene00001439","WBGene00004494"
"239","WBGene00016004","WBGene00001946","WBGene00020566","WBGene00000752","WBGene00015110","WBGene00020508","WBGene00015110","WBGene00021525",NA,"WBGene00004132",NA,"WBGene00020566","WBGene00000752","WBGene00020566"
"240","WBGene00010440","WBGene00000257","WBGene00011768","WBGene00001435","WBGene00012255","WBGene00015518","WBGene00012255","WBGene00021020",NA,"WBGene00015687",NA,"WBGene00011768","WBGene00001435","WBGene00011768"
"241","WBGene00020473","WBGene00002000","WBGene00004436","WBGene00006843","WBGene00018145","WBGene00007867","WBGene00018145","WBGene00000228",NA,"WBGene00000168",NA,"WBGene00004436","WBGene00006843","WBGene00004436"
"242","WBGene00013181","WBGene00020375","WBGene00020033","WBGene00018021","WBGene00008865","WBGene00007068","WBGene00008865","WBGene00014001",NA,"WBGene00006737",NA,"WBGene00020033","WBGene00018021","WBGene00020033"
"243","WBGene00000522","WBGene00008822","WBGene00020561","WBGene00018743","WBGene00015046","WBGene00007042","WBGene00015046","WBGene00011374",NA,"WBGene00009503",NA,"WBGene00020561","WBGene00018743","WBGene00020561"
"244","WBGene00012351","WBGene00012530","WBGene00004418","WBGene00021101","WBGene00012257","WBGene00018104","WBGene00012257","WBGene00012813",NA,"WBGene00004339",NA,"WBGene00004418","WBGene00021101","WBGene00004418"
"245","WBGene00003767","WBGene00016893","WBGene00012107","WBGene00013721","WBGene00006819","WBGene00008838","WBGene00006819","WBGene00022856",NA,"WBGene00010609",NA,"WBGene00012107","WBGene00013721","WBGene00012107"
"246","WBGene00006956","WBGene00003154","WBGene00004416","WBGene00018778","WBGene00015932","WBGene00019814","WBGene00015932","WBGene00017380",NA,"WBGene00017984",NA,"WBGene00004416","WBGene00018778","WBGene00004416"
"247","WBGene00015469","WBGene00009939","WBGene00004442","WBGene00005077","WBGene00021909","WBGene00000713","WBGene00021909","WBGene00008850",NA,"WBGene00006536",NA,"WBGene00004442","WBGene00005077","WBGene00004442"
"248","WBGene00007652","WBGene00004699","WBGene00019361","WBGene00004945","WBGene00007097","WBGene00015610","WBGene00007097","WBGene00003929",NA,"WBGene00219443",NA,"WBGene00019361","WBGene00004945","WBGene00019361"
"249","WBGene00001824","WBGene00009724","WBGene00015811","WBGene00012021","WBGene00021835","WBGene00001002","WBGene00021835","WBGene00003374",NA,"WBGene00004684",NA,"WBGene00015811","WBGene00012021","WBGene00015811"
"250","WBGene00006923","WBGene00008915","WBGene00006861","WBGene00009851","WBGene00020561","WBGene00001439","WBGene00020561","WBGene00001784",NA,"WBGene00006697",NA,"WBGene00006861","WBGene00009851","WBGene00006861"
"251","WBGene00012261","WBGene00016238","WBGene00002219","WBGene00006388","WBGene00013702","WBGene00011231","WBGene00013702","WBGene00003657",NA,"WBGene00011807",NA,"WBGene00002219","WBGene00006388","WBGene00002219"
"252","WBGene00021322","WBGene00017253","WBGene00002036","WBGene00010428","WBGene00235133","WBGene00000120","WBGene00235133","WBGene00009902",NA,"WBGene00016603",NA,"WBGene00002036","WBGene00010428","WBGene00002036"
"253","WBGene00021002","WBGene00003901","WBGene00013079","WBGene00022741","WBGene00017841","WBGene00012936","WBGene00017841","WBGene00004002",NA,"WBGene00001974",NA,"WBGene00013079","WBGene00022741","WBGene00013079"
"254","WBGene00016435","WBGene00007978","WBGene00004497","WBGene00017954","WBGene00009434","WBGene00000460","WBGene00009434","WBGene00011156",NA,"WBGene00007267",NA,"WBGene00004497","WBGene00017954","WBGene00004497"
"255","WBGene00002054","WBGene00004884","WBGene00010742","WBGene00011774","WBGene00016316","WBGene00006816","WBGene00016316","WBGene00022562",NA,"WBGene00021554",NA,"WBGene00010742","WBGene00011774","WBGene00010742"
"256","WBGene00044789","WBGene00021966","WBGene00009818","WBGene00009897","WBGene00014697","WBGene00022667","WBGene00014697","WBGene00004096",NA,"WBGene00001648",NA,"WBGene00009818","WBGene00009897","WBGene00009818"
"257","WBGene00009306","WBGene00009897","WBGene00014206","WBGene00000003","WBGene00001685","WBGene00018995","WBGene00001685","WBGene00014254",NA,"WBGene00002245",NA,"WBGene00014206","WBGene00000003","WBGene00014206"
"258","WBGene00007989","WBGene00020216","WBGene00008377","WBGene00021779","WBGene00006981","WBGene00022418","WBGene00006981","WBGene00017488",NA,"WBGene00007118",NA,"WBGene00008377","WBGene00021779","WBGene00008377"
"259","WBGene00021253","WBGene00020823","WBGene00017756","WBGene00015613","WBGene00022822","WBGene00001331","WBGene00022822","WBGene00011957",NA,"WBGene00004705",NA,"WBGene00017756","WBGene00015613","WBGene00017756"
"260","WBGene00015933","WBGene00019547","WBGene00021899","WBGene00011475","WBGene00003063","WBGene00012982","WBGene00003063","WBGene00020200",NA,"WBGene00002003",NA,"WBGene00021899","WBGene00011475","WBGene00021899"
"261","WBGene00008020","WBGene00011605","WBGene00004447","WBGene00004781","WBGene00001397","WBGene00022741","WBGene00001397","WBGene00017210",NA,"WBGene00018578",NA,"WBGene00004447","WBGene00004781","WBGene00004447"
"262","WBGene00045268","WBGene00017085","WBGene00003063","WBGene00015565","WBGene00000217","WBGene00002124","WBGene00000217","WBGene00007492",NA,"WBGene00023409",NA,"WBGene00003063","WBGene00015565","WBGene00003063"
"263","WBGene00004494","WBGene00021763","WBGene00004439","WBGene00020508","WBGene00003369","WBGene00020778","WBGene00003369","WBGene00008743",NA,"WBGene00019824",NA,"WBGene00004439","WBGene00020508","WBGene00004439"
"264","WBGene00015551","WBGene00006720","WBGene00003767","WBGene00000414","WBGene00012548","WBGene00009851","WBGene00012548","WBGene00044539",NA,"WBGene00014036",NA,"WBGene00003767","WBGene00000414","WBGene00003767"
"265","WBGene00016355","WBGene00015265","WBGene00006760","WBGene00003595","WBGene00014206","WBGene00019700","WBGene00014206","WBGene00020456",NA,"WBGene00003221",NA,"WBGene00006760","WBGene00003595","WBGene00006760"
"266","WBGene00022042","WBGene00000106","WBGene00019489","WBGene00000396","WBGene00016596","WBGene00000591","WBGene00016596","WBGene00018747",NA,"WBGene00020438",NA,"WBGene00019489","WBGene00000396","WBGene00019489"
"267","WBGene00002090","WBGene00018483","WBGene00077693","WBGene00018735","WBGene00006760","WBGene00011388","WBGene00006760","WBGene00003915",NA,"WBGene00016346",NA,"WBGene00077693","WBGene00018735","WBGene00077693"
"268","WBGene00021095","WBGene00005059","WBGene00016219","WBGene00004391","WBGene00000998","WBGene00011738","WBGene00000998","WBGene00011856",NA,"WBGene00001005",NA,"WBGene00016219","WBGene00004391","WBGene00016219"
"269","WBGene00014207","WBGene00009583","WBGene00012668","WBGene00001103","WBGene00000756","WBGene00007321","WBGene00000756","WBGene00019021",NA,"WBGene00016192",NA,"WBGene00012668","WBGene00001103","WBGene00012668"
"270","WBGene00009215","WBGene00007433","WBGene00018487","WBGene00003020","WBGene00004311","WBGene00009537","WBGene00004311","WBGene00003482",NA,"WBGene00022368",NA,"WBGene00018487","WBGene00003020","WBGene00018487"
"271","WBGene00006741","WBGene00011915","WBGene00007218","WBGene00000366","WBGene00012256","WBGene00016576","WBGene00012256","WBGene00011737",NA,"WBGene00000013",NA,"WBGene00007218","WBGene00000366","WBGene00007218"
"272","WBGene00020471","WBGene00007846","WBGene00004448","WBGene00006902","WBGene00007925","WBGene00001165","WBGene00007925","WBGene00012034",NA,"WBGene00007772",NA,"WBGene00004448","WBGene00006902","WBGene00004448"
"273","WBGene00000067","WBGene00012546","WBGene00002269","WBGene00021199","WBGene00017756","WBGene00013606","WBGene00017756","WBGene00012853",NA,"WBGene00018717",NA,"WBGene00002269","WBGene00021199","WBGene00002269"
"274","WBGene00020315","WBGene00019787","WBGene00013081","WBGene00008973","WBGene00016635","WBGene00000464","WBGene00016635","WBGene00016898",NA,"WBGene00006713",NA,"WBGene00013081","WBGene00008973","WBGene00013081"
"275","WBGene00006372","WBGene00013794","WBGene00000831","WBGene00014199","WBGene00004997","WBGene00006523","WBGene00004997","WBGene00012244",NA,"WBGene00011898",NA,"WBGene00000831","WBGene00014199","WBGene00000831"
"276","WBGene00007313","WBGene00016905","WBGene00012760","WBGene00001080","WBGene00020143","WBGene00000301","WBGene00020143","WBGene00020732",NA,"WBGene00022738",NA,"WBGene00012760","WBGene00001080","WBGene00012760"
"277","WBGene00000779","WBGene00016823","WBGene00002978","WBGene00006580","WBGene00006789","WBGene00010199","WBGene00006789","WBGene00001444",NA,"WBGene00001980",NA,"WBGene00002978","WBGene00006580","WBGene00002978"
"278","WBGene00004321","WBGene00008526","WBGene00006728","WBGene00010731","WBGene00019780","WBGene00012238","WBGene00019780","WBGene00009380",NA,"WBGene00013719",NA,"WBGene00006728","WBGene00010731","WBGene00006728"
"279","WBGene00013969","WBGene00219422","WBGene00004454","WBGene00021505","WBGene00019967","WBGene00004703","WBGene00019967","WBGene00011230",NA,"WBGene00007109",NA,"WBGene00004454","WBGene00021505","WBGene00004454"
"280","WBGene00045251","WBGene00011501","WBGene00000217","WBGene00020199","WBGene00016218","WBGene00016434","WBGene00016218","WBGene00001772",NA,"WBGene00002253",NA,"WBGene00000217","WBGene00020199","WBGene00000217"
"281","WBGene00015823","WBGene00010690","WBGene00003495","WBGene00016983","WBGene00007125","WBGene00016009","WBGene00007125","WBGene00009628",NA,"WBGene00005014",NA,"WBGene00003495","WBGene00016983","WBGene00003495"
"282","WBGene00019662","WBGene00002076","WBGene00020471","WBGene00004055","WBGene00008944","WBGene00011681","WBGene00008944","WBGene00017901",NA,"WBGene00019960",NA,"WBGene00020471","WBGene00004055","WBGene00020471"
"283","WBGene00003091","WBGene00020630","WBGene00020684","WBGene00009221","WBGene00044772","WBGene00020274","WBGene00044772","WBGene00012289",NA,"WBGene00000213",NA,"WBGene00020684","WBGene00009221","WBGene00020684"
"284","WBGene00020938","WBGene00015180","WBGene00006819","WBGene00001949","WBGene00016180","WBGene00003794","WBGene00016180","WBGene00022386",NA,"WBGene00020821",NA,"WBGene00006819","WBGene00001949","WBGene00006819"
"285","WBGene00020736","WBGene00018269","WBGene00044479","WBGene00016868","WBGene00000831","WBGene00015132","WBGene00000831","WBGene00009595",NA,"WBGene00000608",NA,"WBGene00044479","WBGene00016868","WBGene00044479"
"286","WBGene00012861","WBGene00010687","WBGene00004444","WBGene00018857","WBGene00006930","WBGene00000137","WBGene00006930","WBGene00008454",NA,"WBGene00004152",NA,"WBGene00004444","WBGene00018857","WBGene00004444"
"287","WBGene00009408","WBGene00015391","WBGene00004476","WBGene00022667","WBGene00008652","WBGene00004203","WBGene00008652","WBGene00001117",NA,"WBGene00017269",NA,"WBGene00004476","WBGene00022667","WBGene00004476"
"288","WBGene00019160","WBGene00019938","WBGene00004450","WBGene00010051","WBGene00008378","WBGene00015943","WBGene00008378","WBGene00006970",NA,"WBGene00007761",NA,"WBGene00004450","WBGene00010051","WBGene00004450"
"289","WBGene00000681","WBGene00020994","WBGene00020808","WBGene00000836","WBGene00004300","WBGene00000870","WBGene00004300","WBGene00007439",NA,"WBGene00016824",NA,"WBGene00020808","WBGene00000836","WBGene00020808"
"290","WBGene00022013","WBGene00018892","WBGene00044772","WBGene00000609","WBGene00013013","WBGene00015344","WBGene00013013","WBGene00001170",NA,"WBGene00008364",NA,"WBGene00044772","WBGene00000609","WBGene00044772"
"291","WBGene00013654","WBGene00019381","WBGene00016594","WBGene00004829","WBGene00002113","WBGene00013699","WBGene00002113","WBGene00018643",NA,"WBGene00002246",NA,"WBGene00016594","WBGene00004829","WBGene00016594"
"292","WBGene00002978","WBGene00006607","WBGene00020341","WBGene00004203","WBGene00015217","WBGene00016841","WBGene00015217","WBGene00010700",NA,"WBGene00001683",NA,"WBGene00020341","WBGene00004203","WBGene00020341"
"293","WBGene00008572","WBGene00002079","WBGene00017340","WBGene00004749","WBGene00002036","WBGene00012732","WBGene00002036","WBGene00016496",NA,"WBGene00012608",NA,"WBGene00017340","WBGene00004749","WBGene00017340"
"294","WBGene00012692","WBGene00019628","WBGene00010959","WBGene00018355","WBGene00007765","WBGene00004893","WBGene00007765","WBGene00014826",NA,"WBGene00004147",NA,"WBGene00010959","WBGene00018355","WBGene00010959"
"295","WBGene00022736","WBGene00015171","WBGene00017539","WBGene00000464","WBGene00006321","WBGene00000376","WBGene00006321","WBGene00019839",NA,"WBGene00010034",NA,"WBGene00017539","WBGene00000464","WBGene00017539"
"296","WBGene00018488","WBGene00022669","WBGene00007125","WBGene00011124","WBGene00012840","WBGene00020379","WBGene00012840","WBGene00015857",NA,"WBGene00008488",NA,"WBGene00007125","WBGene00011124","WBGene00007125"
"297","WBGene00009982","WBGene00015587","WBGene00015841","WBGene00019872","WBGene00020703","WBGene00015037","WBGene00020703","WBGene00000683",NA,"WBGene00013233",NA,"WBGene00015841","WBGene00019872","WBGene00015841"
"298","WBGene00003589","WBGene00015538","WBGene00015802","WBGene00005009","WBGene00003756","WBGene00009233","WBGene00003756","WBGene00020139",NA,"WBGene00011625",NA,"WBGene00015802","WBGene00005009","WBGene00015802"
"299","WBGene00015930","WBGene00004750","WBGene00045457","WBGene00044949","WBGene00019361","WBGene00021516","WBGene00019361","WBGene00043995",NA,"WBGene00013307",NA,"WBGene00045457","WBGene00044949","WBGene00045457"
"300","WBGene00001167","WBGene00006843","WBGene00004493","WBGene00020274","WBGene00004994","WBGene00020726","WBGene00004994","WBGene00012204",NA,"WBGene00012467",NA,"WBGene00004493","WBGene00020274","WBGene00004493"
"301","WBGene00009130","WBGene00013721","WBGene00000757","WBGene00003111","WBGene00000281","WBGene00018438","WBGene00000281","WBGene00010658",NA,"WBGene00021730",NA,"WBGene00000757","WBGene00003111","WBGene00000757"
"302","WBGene00005018","WBGene00018021","WBGene00004432","WBGene00010199","WBGene00044921","WBGene00006528","WBGene00044921","WBGene00009533",NA,"WBGene00007696",NA,"WBGene00004432","WBGene00010199","WBGene00004432"
"303","WBGene00017128","WBGene00009188","WBGene00011345","WBGene00007068","WBGene00206464","WBGene00019591","WBGene00206464","WBGene00016907",NA,"WBGene00001329",NA,"WBGene00011345","WBGene00007068","WBGene00011345"
"304","WBGene00009624","WBGene00009573","WBGene00013013","WBGene00010550","WBGene00000298","WBGene00001080","WBGene00000298","WBGene00077593",NA,"WBGene00010942",NA,"WBGene00013013","WBGene00010550","WBGene00013013"
"305","WBGene00011460","WBGene00000715","WBGene00050906","WBGene00017854","WBGene00013394","WBGene00006775","WBGene00013394","WBGene00018647",NA,"WBGene00020050",NA,"WBGene00050906","WBGene00017854","WBGene00050906"
"306","WBGene00017660","WBGene00004392","WBGene00016417","WBGene00001081","WBGene00000373","WBGene00044436","WBGene00000373","WBGene00009304",NA,"WBGene00015200",NA,"WBGene00016417","WBGene00001081","WBGene00016417"
"307","WBGene00019097","WBGene00000703","WBGene00022848","WBGene00007887","WBGene00009029","WBGene00018355","WBGene00009029","WBGene00011222",NA,"WBGene00011912",NA,"WBGene00022848","WBGene00007887","WBGene00022848"
"308","WBGene00009964","WBGene00017990","WBGene00002368","WBGene00004822","WBGene00194674","WBGene00010845","WBGene00194674","WBGene00016492",NA,"WBGene00009444",NA,"WBGene00002368","WBGene00004822","WBGene00002368"
"309","WBGene00020047","WBGene00000235","WBGene00000739","WBGene00018362","WBGene00012812",NA,"WBGene00012812","WBGene00004773",NA,"WBGene00000121",NA,"WBGene00000739","WBGene00018362","WBGene00000739"
"310","WBGene00011833","WBGene00044500","WBGene00010901","WBGene00003822","WBGene00003375",NA,"WBGene00003375","WBGene00010639",NA,"WBGene00021774",NA,"WBGene00010901","WBGene00003822","WBGene00010901"
"311","WBGene00077490","WBGene00004319","WBGene00008988","WBGene00018208","WBGene00017838",NA,"WBGene00017838","WBGene00016332",NA,"WBGene00000148",NA,"WBGene00008988","WBGene00018208","WBGene00008988"
"312","WBGene00001000","WBGene00008686","WBGene00020740","WBGene00012936","WBGene00007218",NA,"WBGene00007218","WBGene00235306",NA,"WBGene00000010",NA,"WBGene00020740","WBGene00012936","WBGene00020740"
"313","WBGene00000556","WBGene00000064","WBGene00013297","WBGene00009673","WBGene00004131",NA,"WBGene00004131","WBGene00006452",NA,"WBGene00001240",NA,"WBGene00013297","WBGene00009673","WBGene00013297"
"314","WBGene00045401","WBGene00001484","WBGene00002217","WBGene00002207","WBGene00000757",NA,"WBGene00000757","WBGene00010528",NA,"WBGene00012512",NA,"WBGene00002217","WBGene00002207","WBGene00002217"
"315","WBGene00006764","WBGene00011011","WBGene00000273","WBGene00015344","WBGene00008975",NA,"WBGene00008975","WBGene00010041",NA,"WBGene00008236",NA,"WBGene00000273","WBGene00015344","WBGene00000273"
"316","WBGene00010573","WBGene00000712","WBGene00001163","WBGene00004128","WBGene00016178",NA,"WBGene00016178","WBGene00009514",NA,"WBGene00006707",NA,"WBGene00001163","WBGene00004128","WBGene00001163"
"317","WBGene00008777","WBGene00010234","WBGene00015647","WBGene00018719","WBGene00020566",NA,"WBGene00020566","WBGene00001065",NA,"WBGene00020896",NA,"WBGene00015647","WBGene00018719","WBGene00015647"
"318","WBGene00003371","WBGene00001511","WBGene00006372","WBGene00003154","WBGene00013297",NA,"WBGene00013297","WBGene00016927",NA,"WBGene00017405",NA,"WBGene00006372","WBGene00003154","WBGene00006372"
"319","WBGene00009787","WBGene00007969","WBGene00004311","WBGene00012240","WBGene00001168",NA,"WBGene00001168","WBGene00009102",NA,"WBGene00001852",NA,"WBGene00004311","WBGene00012240","WBGene00004311"
"320","WBGene00002039","WBGene00015411","WBGene00019018","WBGene00018438","WBGene00003902",NA,"WBGene00003902","WBGene00017711",NA,"WBGene00011253",NA,"WBGene00019018","WBGene00018438","WBGene00019018"
"321","WBGene00001330","WBGene00004317","WBGene00019732","WBGene00002007","WBGene00008295",NA,"WBGene00008295","WBGene00022048",NA,"WBGene00000079",NA,"WBGene00019732","WBGene00002007","WBGene00019732"
"322","WBGene00000738","WBGene00006352","WBGene00019327","WBGene00021100","WBGene00021899",NA,"WBGene00021899","WBGene00019644",NA,"WBGene00004915",NA,"WBGene00019327","WBGene00021100","WBGene00019327"
"323","WBGene00013200","WBGene00013209","WBGene00016316","WBGene00017782","WBGene00007339",NA,"WBGene00007339","WBGene00007856",NA,"WBGene00000817",NA,"WBGene00016316","WBGene00017782","WBGene00016316"
"324","WBGene00016422","WBGene00001840","WBGene00015692","WBGene00000120","WBGene00000754",NA,"WBGene00000754","WBGene00011083",NA,"WBGene00020437",NA,"WBGene00015692","WBGene00000120","WBGene00015692"
"325","WBGene00003847","WBGene00012301","WBGene00005002","WBGene00007286","WBGene00000273",NA,"WBGene00000273","WBGene00003990",NA,"WBGene00009812",NA,"WBGene00005002","WBGene00007286","WBGene00005002"
"326","WBGene00004435","WBGene00020245","WBGene00013882","WBGene00013698","WBGene00002056",NA,"WBGene00002056","WBGene00009804",NA,"WBGene00020480",NA,"WBGene00013882","WBGene00013698","WBGene00013882"
"327","WBGene00015692","WBGene00023497","WBGene00004443","WBGene00007934","WBGene00010124",NA,"WBGene00010124","WBGene00003978",NA,"WBGene00001996",NA,"WBGene00004443","WBGene00007934","WBGene00004443"
"328","WBGene00010904","WBGene00000249","WBGene00011571","WBGene00015037","WBGene00017484",NA,"WBGene00017484","WBGene00000433",NA,"WBGene00006776",NA,"WBGene00011571","WBGene00015037","WBGene00011571"
"329","WBGene00002021","WBGene00013241","WBGene00019967","WBGene00003040","WBGene00022713",NA,"WBGene00022713","WBGene00021260",NA,"WBGene00011741",NA,"WBGene00019967","WBGene00003040","WBGene00019967"
"330","WBGene00044081","WBGene00021153","WBGene00007989","WBGene00004736","WBGene00007414",NA,"WBGene00007414","WBGene00000370",NA,"WBGene00018016",NA,"WBGene00007989","WBGene00004736","WBGene00007989"
"331","WBGene00021703","WBGene00022127","WBGene00002056","WBGene00009188","WBGene00013867",NA,"WBGene00013867","WBGene00014178",NA,"WBGene00000616",NA,"WBGene00002056","WBGene00009188","WBGene00002056"
"332","WBGene00004219","WBGene00008959","WBGene00002113","WBGene00015943","WBGene00043994",NA,"WBGene00043994","WBGene00006749",NA,"WBGene00004350",NA,"WBGene00002113","WBGene00015943","WBGene00002113"
"333","WBGene00044922","WBGene00019427","WBGene00011561","WBGene00015265","WBGene00008377",NA,"WBGene00008377","WBGene00015514",NA,"WBGene00016139",NA,"WBGene00011561","WBGene00015265","WBGene00011561"
"334","WBGene00004122","WBGene00022141","WBGene00003696","WBGene00004893","WBGene00044479",NA,"WBGene00044479","WBGene00003602",NA,"WBGene00018740",NA,"WBGene00003696","WBGene00004893","WBGene00003696"
"335","WBGene00004898","WBGene00009773","WBGene00019727","WBGene00020543","WBGene00001110",NA,"WBGene00001110","WBGene00004999",NA,"WBGene00021890",NA,"WBGene00019727","WBGene00020543","WBGene00019727"
"336","WBGene00008579","WBGene00016710","WBGene00021702","WBGene00015391","WBGene00013393",NA,"WBGene00013393","WBGene00016658",NA,"WBGene00004088",NA,"WBGene00021702","WBGene00015391","WBGene00021702"
"337","WBGene00013081","WBGene00008670","WBGene00018862","WBGene00022816","WBGene00002037",NA,"WBGene00002037","WBGene00018743",NA,"WBGene00010807",NA,"WBGene00018862","WBGene00022816","WBGene00018862"
"338","WBGene00015517","WBGene00009820","WBGene00021977","WBGene00000527","WBGene00015817",NA,"WBGene00015817","WBGene00002023",NA,"WBGene00021543",NA,"WBGene00021977","WBGene00000527","WBGene00021977"
"339","WBGene00017964","WBGene00003136","WBGene00008857","WBGene00016841",NA,NA,"WBGene00010790","WBGene00016379",NA,"WBGene00000111",NA,"WBGene00008857","WBGene00016841","WBGene00008857"
"340","WBGene00001478","WBGene00005008","WBGene00013969","WBGene00000257",NA,NA,"WBGene00006557","WBGene00015791",NA,"WBGene00011059",NA,"WBGene00013969","WBGene00000257","WBGene00013969"
"341","WBGene00012107","WBGene00018828","WBGene00004994","WBGene00015868",NA,NA,"WBGene00016627","WBGene00001693",NA,"WBGene00044692",NA,"WBGene00004994","WBGene00015868","WBGene00004994"
"342","WBGene00001072","WBGene00000896","WBGene00001167","WBGene00000708",NA,NA,"WBGene00020218","WBGene00007578",NA,"WBGene00017355",NA,"WBGene00001167","WBGene00000708","WBGene00001167"
"343","WBGene00004810","WBGene00017648","WBGene00020736","WBGene00019414",NA,NA,"WBGene00006541","WBGene00013210",NA,"WBGene00016102",NA,"WBGene00020736","WBGene00019414","WBGene00020736"
"344","WBGene00014164","WBGene00011267","WBGene00004440","WBGene00004746",NA,NA,"WBGene00016534","WBGene00018951",NA,"WBGene00011962",NA,"WBGene00004440","WBGene00004746","WBGene00004440"
"345","WBGene00003408","WBGene00008973","WBGene00012351","WBGene00016449",NA,NA,"WBGene00001436","WBGene00013514",NA,"WBGene00019124",NA,"WBGene00012351","WBGene00016449","WBGene00012351"
"346","WBGene00011105","WBGene00014017","WBGene00017838","WBGene00000591",NA,NA,"WBGene00002130","WBGene00017133",NA,"WBGene00006382",NA,"WBGene00017838","WBGene00000591","WBGene00017838"
"347","WBGene00012668","WBGene00019947","WBGene00003902","WBGene00001390",NA,NA,"WBGene00006547","WBGene00018112",NA,"WBGene00012020",NA,"WBGene00003902","WBGene00001390","WBGene00003902"
"348","WBGene00004811","WBGene00004945","WBGene00009222","WBGene00021204",NA,NA,"WBGene00013254","WBGene00002225",NA,"WBGene00000894",NA,"WBGene00009222","WBGene00021204","WBGene00009222"
"349","WBGene00008857","WBGene00012879","WBGene00015817","WBGene00009553",NA,NA,"WBGene00003377","WBGene00018823",NA,"WBGene00017816",NA,"WBGene00015817","WBGene00009553","WBGene00015817"
"350","WBGene00044665","WBGene00001869","WBGene00000556","WBGene00012317",NA,NA,"WBGene00004815","WBGene00006649",NA,"WBGene00006786",NA,"WBGene00000556","WBGene00012317","WBGene00000556"
"351","WBGene00020740","WBGene00010051","WBGene00004445","WBGene00004699",NA,NA,"WBGene00009367","WBGene00016763",NA,"WBGene00004312",NA,"WBGene00004445","WBGene00004699","WBGene00004445"
"352","WBGene00019476","WBGene00044072","WBGene00010353","WBGene00012300",NA,NA,"WBGene00000169","WBGene00012758",NA,"WBGene00011111",NA,"WBGene00010353","WBGene00012300","WBGene00010353"
"353","WBGene00020363","WBGene00019413","WBGene00010931","WBGene00017993",NA,NA,"WBGene00004813","WBGene00007516",NA,"WBGene00003582",NA,"WBGene00010931","WBGene00017993","WBGene00010931"
"354","WBGene00194658","WBGene00020031","WBGene00000680","WBGene00010689",NA,NA,"WBGene00021913","WBGene00006870",NA,"WBGene00006477",NA,"WBGene00000680","WBGene00010689","WBGene00000680"
"355","WBGene00015110","WBGene00001088","WBGene00004405","WBGene00015610",NA,NA,"WBGene00009221","WBGene00018702",NA,"WBGene00010646",NA,"WBGene00004405","WBGene00015610","WBGene00004405"
"356","WBGene00012255","WBGene00006556","WBGene00020703","WBGene00007846",NA,NA,"WBGene00003601","WBGene00016788",NA,"WBGene00007458",NA,"WBGene00020703","WBGene00007846","WBGene00020703"
"357","WBGene00017591","WBGene00011892","WBGene00021467","WBGene00004106",NA,NA,"WBGene00021165","WBGene00008803",NA,"WBGene00012584",NA,"WBGene00021467","WBGene00004106","WBGene00021467"
