"","N2.up","N2.dn","AM.up","AM.dn","INTERSECT.up","INTERSECT.dn","INTERSECT.reg","N2.only.up","AM.only.up","N2.only.dn","AM.only.dn","UNION.up","UNION.dn","UNION.reg"
"1422",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017954"
"1423",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011774"
"1424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009897"
"1425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000003"
"1426",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021779"
"1427",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015613"
"1428",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011475"
"1429",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004781"
"1430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015565"
"1431",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020508"
"1432",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000414"
"1433",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003595"
"1434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000396"
"1435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018735"
"1436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004391"
"1437",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001103"
"1438",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003020"
"1439",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000366"
"1440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006902"
"1441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021199"
"1442",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008973"
"1443",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00014199"
"1444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001080"
"1445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006580"
"1446",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010731"
"1447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021505"
"1448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020199"
"1449",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016983"
"1450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004055"
"1451",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009221"
"1452",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001949"
"1453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016868"
"1454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018857"
"1455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022667"
"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010051"
"1457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000836"
"1458",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000609"
"1459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004829"
"1460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004203"
"1461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004749"
"1462",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018355"
"1463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000464"
"1464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011124"
"1465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019872"
"1466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00005009"
"1467",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00044949"
"1468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020274"
"1469",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003111"
"1470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010199"
"1471",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007068"
"1472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010550"
"1473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017854"
"1474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001081"
"1475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007887"
"1476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004822"
"1477",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018362"
"1478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003822"
"1479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018208"
"1480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012936"
"1481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009673"
"1482",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00002207"
"1483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015344"
"1484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004128"
"1485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018719"
"1486",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003154"
"1487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012240"
"1488",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018438"
"1489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00002007"
"1490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021100"
"1491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017782"
"1492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000120"
"1493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007286"
"1494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00013698"
"1495",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007934"
"1496",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015037"
"1497",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003040"
"1498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004736"
"1499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009188"
"1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015943"
"1501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015265"
"1502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004893"
"1503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020543"
"1504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015391"
"1505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000527"
"1506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016841"
"1507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000257"
"1508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015868"
"1509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000708"
"1510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019414"
"1511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004746"
"1512",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016449"
"1513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000591"
"1514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001390"
"1515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021204"
"1516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009553"
"1517",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012317"
"1518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004699"
"1519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012300"
"1520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017993"
"1521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010689"
"1522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015610"
"1523",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007846"
"1524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004106"
"1525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001086"
"1526",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020544"
"1527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006852"
"1528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004204"
"1529",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001025"
"1530",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00014144"
"1531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001958"
"1532",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00013086"
"1533",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015329"
"1534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000870"
"1535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00002980"
"1536",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006745"
"1537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00013007"
"1538",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022099"
"1539",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00013606"
"1540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00013796"
"1541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022501"
"1542",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00002175"
"1543",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021469"
"1544",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018248"
"1545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017780"
"1546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012530"
"1547",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004698"
"1548",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001999"
"1549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016894"
"1550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008444"
"1551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001002"
"1552",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006796"
"1553",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000040"
"1554",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021474"
"1555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017898"
"1556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004769"
"1557",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004703"
"1558",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011791"
"1559",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019017"
"1560",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020334"
"1561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017253"
"1562",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019956"
"1563",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019787"
"1564",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003955"
"1565",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012238"
"1566",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008825"
"1567",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018013"
"1568",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020245"
"1569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007053"
"1570",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009233"
"1571",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004884"
"1572",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015022"
"1573",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020726"
"1574",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009724"
"1575",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009573"
"1576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020823"
"1577",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010504"
"1578",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018995"
"1579",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022802"
"1580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008838"
"1581",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008880"
"1582",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012420"
"1583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012732"
"1584",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019413"
"1585",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010473"
"1586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020214"
"1587",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000460"
"1588",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015529"
"1589",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004888"
"1590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003794"
"1591",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001377"
"1592",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00219451"
"1593",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000413"
"1594",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011315"
"1595",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004706"
"1596",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019407"
"1597",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016905"
"1598",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022265"
"1599",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006546"
"1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007419"
"1601",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003123"
"1602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016576"
"1603",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009899"
"1604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019686"
"1605",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000137"
"1606",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001331"
"1607",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018104"
"1608",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009370"
"1609",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006932"
"1610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022794"
"1611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011738"
"1612",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003367"
"1613",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010845"
"1614",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020738"
"1615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006605"
"1616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006775"
"1617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000411"
"1618",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017004"
"1619",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018704"
"1620",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00013319"
"1621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019344"
"1622",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015328"
"1623",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010552"
"1624",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015411"
"1625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012980"
"1626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015646"
"1627",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017474"
"1628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000388"
"1629",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021516"
"1630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00002632"
"1631",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004745"
"1632",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012641"
"1633",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000122"
"1634",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010066"
"1635",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009688"
"1636",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018489"
"1637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009537"
"1638",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011604"
"1639",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00044436"
"1640",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015507"
"1641",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009314"
"1642",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00189954"
"1643",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007836"
"1644",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00013409"
"1645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007303"
"1646",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020778"
"1647",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015132"
"1648",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007136"
"1649",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017098"
"1650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009342"
"1651",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008622"
"1652",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007042"
"1653",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001840"
"1654",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00013699"
"1655",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004827"
"1656",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00005008"
"1657",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007463"
"1658",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00013209"
"1659",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016009"
"1660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001561"
"1661",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004701"
"1662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006528"
"1663",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003759"
"1664",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000608"
"1665",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00002261"
"1666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022078"
"1667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016084"
"1668",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018740"
"1669",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001844"
"1670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019907"
"1671",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000249"
"1672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006384"
"1673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019741"
"1674",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000105"
"1675",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006869"
"1676",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022112"
"1677",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001105"
"1678",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010872"
"1679",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016500"
"1680",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009583"
"1681",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021369"
"1682",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010726"
"1683",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006556"
