"","N2.up","N2.dn","AM.up","AM.dn","INTERSECT.up","INTERSECT.dn","INTERSECT.reg","N2.only.up","AM.only.up","N2.only.dn","AM.only.dn","UNION.up","UNION.dn","UNION.reg"
"1684",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00023497"
"1685",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015492"
"1686",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008999"
"1687",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009773"
"1688",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00013219"
"1689",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008578"
"1690",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001088"
"1691",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001082"
"1692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00002203"
"1693",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017571"
"1694",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00002637"
"1695",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017405"
"1696",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019426"
"1697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010702"
"1698",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011531"
"1699",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004915"
"1700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000478"
"1701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017303"
"1702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000888"
"1703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019960"
"1704",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010139"
"1705",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009361"
"1706",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007561"
"1707",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007979"
"1708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004818"
"1709",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004354"
"1710",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012004"
"1711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001148"
"1712",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008611"
"1713",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006432"
"1714",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004705"
"1715",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016307"
"1716",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020511"
"1717",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009477"
"1718",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018037"
"1719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007705"
"1720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019035"
"1721",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019491"
"1722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008882"
"1723",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015553"
"1724",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008094"
"1725",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010986"
"1726",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007282"
"1727",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012405"
"1728",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006962"
"1729",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021551"
"1730",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001995"
"1731",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012926"
"1732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009915"
"1733",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011059"
"1734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003025"
"1735",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009721"
"1736",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009662"
"1737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00002981"
"1738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003006"
"1739",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004873"
"1740",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003963"
"1741",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00013383"
"1742",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006961"
"1743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020901"
"1744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00014015"
"1745",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018561"
"1746",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004245"
"1747",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001258"
"1748",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018689"
"1749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000079"
"1750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019923"
"1751",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003474"
"1752",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007955"
"1753",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009493"
"1754",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009723"
"1755",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018391"
"1756",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019118"
"1757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008177"
"1758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008384"
"1759",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011807"
"1760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021726"
"1761",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012931"
"1762",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00014117"
"1763",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003539"
"1764",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020902"
"1765",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017208"
"1766",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000899"
"1767",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016603"
"1768",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021682"
"1769",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00235391"
"1770",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022749"
"1771",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021758"
"1772",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018520"
"1773",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015063"
"1774",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004392"
"1775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000302"
"1776",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008526"
"1777",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009212"
"1778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019748"
"1779",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021576"
"1780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010671"
"1781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019082"
"1782",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009675"
"1783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012700"
"1784",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020438"
"1785",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007978"
"1786",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007847"
"1787",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003219"
"1788",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00044197"
"1789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001833"
"1790",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008824"
"1791",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022310"
"1792",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020700"
"1793",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000657"
"1794",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019606"
"1795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004352"
"1796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015549"
"1797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000175"
"1798",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012299"
"1799",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006393"
"1800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022642"
"1801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001477"
"1802",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018786"
"1803",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019971"
"1804",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011522"
"1805",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007256"
"1806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001597"
"1807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004095"
"1808",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019611"
"1809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011642"
"1810",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003155"
"1811",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016779"
"1812",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017766"
"1813",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00206389"
"1814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010062"
"1815",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019153"
"1816",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001041"
"1817",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003864"
"1818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018286"
"1819",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008218"
"1820",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006474"
"1821",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004078"
"1822",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004984"
"1823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000732"
"1824",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017864"
"1825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011614"
"1826",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00013347"
"1827",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021658"
"1828",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004214"
"1829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009778"
"1830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018294"
"1831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006977"
"1832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011820"
"1833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003036"
"1834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012888"
"1835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019158"
"1836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008774"
"1837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007105"
"1838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00002068"
"1839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003083"
"1840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007332"
"1841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001391"
"1842",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018701"
"1843",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003161"
"1844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021420"
"1845",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000781"
"1846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003661"
"1847",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020375"
"1848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008822"
"1849",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008915"
"1850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016238"
"1851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003901"
"1852",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020216"
"1853",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019547"
"1854",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011605"
"1855",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017085"
"1856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021763"
"1857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006720"
"1858",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018483"
"1859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00005059"
"1860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007433"
"1861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012546"
"1862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016823"
"1863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011501"
"1864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010690"
"1865",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00002076"
"1866",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020630"
"1867",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015180"
"1868",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018269"
"1869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010687"
"1870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019938"
"1871",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020994"
"1872",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018892"
"1873",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019381"
"1874",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006607"
"1875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00002079"
"1876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019628"
"1877",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015171"
"1878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022669"
"1879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015587"
"1880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015538"
"1881",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004750"
"1882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000715"
"1883",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000703"
"1884",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00044500"
"1885",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004319"
"1886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008686"
"1887",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000064"
"1888",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011011"
"1889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000712"
"1890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001511"
"1891",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007969"
"1892",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004317"
"1893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006352"
"1894",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012301"
"1895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00013241"
"1896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021153"
"1897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022127"
"1898",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008959"
"1899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019427"
"1900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022141"
"1901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009820"
"1902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003136"
"1903",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000896"
"1904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017648"
"1905",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011267"
"1906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00014017"
"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012879"
"1908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001869"
"1909",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00044072"
"1910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020031"
"1911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011892"
"1912",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020290"
"1913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011908"
"1914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017986"
"1915",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016013"
"1916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000459"
"1917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006704"
"1918",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015778"
"1919",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019799"
"1920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000274"
"1921",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001569"
"1922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00013011"
"1923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00045486"
"1924",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015011"
"1925",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010149"
"1926",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015905"
"1927",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003052"
"1928",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006494"
"1929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000406"
"1930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010492"
"1931",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021661"
"1932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003241"
"1933",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008648"
"1934",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020588"
"1935",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000913"
"1936",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010037"
"1937",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00013917"
"1938",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020111"
"1939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003784"
"1940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022455"
"1941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011279"
"1942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007666"
"1943",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019900"
"1944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009665"
"1945",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021035"
