	amir_1_mix_1	amir_1_mix_2	amir_1_mix_5	amir_1_mix_6	amir_1_mix_7	amir_1_mix_8	amir_1_mix_9	amir_1_mix_10
WBGene00023423	2.34651941585209	10.4801426090508	4.96772483445434	10.9033731491584	1.9963531020233	3.28257782181435	3.93279735729984	0
WBGene00023427	66.8758033517847	65.209776234094	59.6126980134521	62.694395607661	63.8832992647454	59.0864007926583	57.6810279070643	80.1504465349262
WBGene00023432	56.3164659804503	62.880855654305	58.9917324091453	101.764816058812	65.8796523667687	90.8179864035304	68.1684875265305	53.7178524648974
WBGene00023450	149.003982906608	143.228615657028	140.338226573335	133.566321077191	124.772068876456	136.774075908931	104.874596194662	125.341655751427
WBGene00023451	989.057933781658	916.430248147	894.811435806088	841.376961343393	940.282311052972	1020.88170258426	1042.19129968446	792.977822100866
WBGene00023458	14.0791164951126	15.137983768629	13.0402776904426	13.629216436448	7.98541240809318	14.2245038945289	11.7983920718995	5.11598594903785
WBGene00023460	12.9058567871865	11.6446028989454	4.34675923014755	5.45168657457922	1.9963531020233	1.09419260727145	7.86559471459967	2.55799297451892
WBGene00023477	4.69303883170419	11.6446028989454	5.58869043876113	8.17752986186883	2.99452965303494	3.28257782181435	6.5546622621664	2.55799297451892
WBGene00023483	2.34651941585209	2.32892057978907	0.620965604306792	5.45168657457922	1.9963531020233	2.1883852145429	3.93279735729984	2.55799297451892
WBGene00023485	72.7421018914149	129.255092178294	65.2013884522132	78.1408409023021	52.9033572036173	115.984416370774	90.4543392178963	63.9498243629731
WBGene00023486	37.5443106536335	65.209776234094	27.9434521938057	40.8876493093441	19.963531020233	30.6373930036006	39.3279735729984	28.1379227197082
WBGene00023487	113.806191668827	149.050917106501	104.943187127848	116.302646924357	86.8413599380133	113.796031156231	104.874596194662	80.1504465349262
WBGene00023489	7.03955824755628	9.31568231915629	5.58869043876113	12.7206020073515	6.98723585708153	12.036118679986	9.17652716703295	9.37930757323605
WBGene00023491	86.8212183865275	58.2230144947268	92.5238750417121	65.4202388949506	80.8523006319435	114.890223763502	82.5887445032966	85.2664324839641
